image,text
48356.png,theyare the bbiggest terrorists in the history @d the [orid [e Iave eutire histor of bbooks showing this data
48271.png,me and the bovs after Hlling imnocemt [eopie im a bomb blast
48361.png,when black iS vour faorfte color
48326.png,[ke said 1m am ariesy
48269.png,@ts dhbe Iddnonnndidikes
48276.png,master chedwvith low rating master chef with high rating
48507.png,how black people became christians
48316.png,meamwhile in mexicam schools
48291.png,which one hhas (amm probblem? those tramny problems
48270.png,when vOu see your ex having a seizure in public shake it like a salt shaker bitch
48376.png,"a man""s trash is a pig's treasure"
48379.png,there's SO much crap in this the fda wants t0 jput it into a vaccine
48260.png,pedal faster patrick; the owners are coming
48320.png,@at Uhbe meighbors see @hhal m father sees
48250.png,stepv one: turn On the gas
48235.png,stirring the pot good jobll
48370.png,72 virgins are ready t0 get fucked
48357.png,welcome to melbourne
48317.png,dressed fOF sundavs bbest
48216.png,cam VOU send a few dozen more officers please he's talkingabout Hhis rights
48296.png,whemvou date an asian bboy and VOu @runna get his family to accept vOU
48520.png,a short histoy oi U.S presidents
48635.png,the Iook pou give whem dbe bubbbles @n dUhe pool are pulsating your puSSy just kiddiing she}s retarted and dhats her mormal face
48710.png,Iow clev guVS go muddim lhow ford guvs go muddin
48735.png,whem vour paremts askz wvbby TIe gas bill is so high
48703.png,"a girl asks her mOm; ""why am i black andgou re white?"" she savs,_ ""the way that party went pourte lucky you dontt bark"
48623.png,wliat iS the dlifference hetween  a hockey player and a feminist? a hockev plaver will shower after three pveriods
48715.png,shut up cumt
48725.png,1'm going t0 give vou 30 seconds t0 delete this before make the [bolocaust Iook like a fucking joke
48630.png,iyotsoie [Iatime_IOI VOu tighlherehuouliketetor
48739.png,happv birthday the mexicans will pay for vour hirthday cake
48523.png,like cooking and playing piano
48670.png,Iook at this sandwich maker club found 0n wish 0n clearance
48539.png,"Ube womampou me8mbo admits sle""s Wong; apologizes and changes her @avs"
48625.png,reaction t0 a home invasion TOI YUf owner:we re gunna dielll QuOeT;F7 vouf huckleherry
48570.png,"""my name iS oSama bin Iaden and this is jackass"""
48516.png,"average iq #itancehas (allen [by @poiqus pver Jecade dtue to ""'Diological causes"""
48731.png,when gou're struggling t0 rub one out after a bad date
48706.png,[ould pou heLp guve apush Myou [ere ask
48512.png,lississippiwind chime
48705.png,"veah, i'n |gbt Iet burn them god"
48567.png,gotany choc isis ? @olela
48605.png,shhoulld we telll] dhem? or just [et them figure it @ut for themselves?]
48673.png,"MV empathy for the suffering gaza does HOL make me anti-semilic, nOr does iL mnake Mne pro-hamas or anti-israel: (t itmakes me human makes vou a shill accomnlice for halias and hezbollah terrorists! if VOu don't see that it makes vou stupidl"
48579.png,people Hheowsase @hamhers evil throws people intoreternal pits of fire qood
48573.png,friday nights be Iike
48679.png,i suffer from that disorder where [ speak Ube truth and itpisses [people Od:
48652.png,we cam end rracism ifwe end a race
48617.png,that iagic ofiakeup is astonishing
48513.png,@hite kids be like im killing everybody
48651.png,9o back to sleep CME RadbA COOd sve J0F524O bonkoe vour   govermmemt is @n control  FQOD B
48697.png,its not a hijab [Csa diaper for people with shit for brains
48517.png,how a woman tells society  she [S siingfle
48639.png,dismeyand] chim p
48612.png,that'S Where dhe mew skwscraper S going @o come @p
49021.png,[be safd] [he [as a [biker Dbut tmem he ppulled Q[p @m a cam-am spydler wearing a SOQS 0f anarchy hoodie
49023.png,"african american leaders organizing the Ia riots april 29, 1992"
48971.png,the one [iece 0f shit that just won't flushl
48760.png,@hen igrow mp: [ol mevermind
48926.png,bet they lived hanilv married
49032.png,farmvdlle 13 1943 deluxe LVoRO J_
48916.png,"well, i guess we'IL just head home nOW"
48976.png,"av, tone: Qow'd da gas Stay in if da door is madle of woodp"""
48790.png,Uis makes me puke send all of them back home
48762.png,#usher and have something in cominon @e [bouh gow Dbunied
49017.png,that moment vou use vour white privileges
48756.png,n1O more excuses lets g0 out and celebbrate
49028.png,fimallv foumd my girlfriends g-spot turms out it was iinn her sister the [holle time
48932.png,@lbem sbe [ikes 3 ofyour emes [na fOw guess [TI hi @traw
48925.png,god- makes women humans-[ake dishwvasher am a jole dovou? god-
48970.png,"when vour goat tells you she ain""t on the pill"
48921.png,"is this the supreme [eadler Of isis? Tm coming Lo (he ehd ofmv apologize for america"" tOUr,andijusthad to tellyoubow SOrryiam for all the had presS VOU have received"
48920.png,hello mV Igbtu+ friends ICs pridle mondh so free shos @Or eqeryone]
48917.png,blachpeoplemeelcom]
48751.png,american salute british salute polish salute
48927.png,the older i get the more look at people X
48956.png,FICM VAL IFEST   VAL IVA FEST VALlhe [om bbecause [be IS a bboy' PrESONTED 01 Dresertid by TR IBECA SPOF SPoRts F At&T At&T FEST TR BEC TRIBEcA Z577 TR BECA TRiBEcA 2377 LM 5 FILM LM 'ORFEsFIAL FEST VAL EST VAL FEST VAL competing in a female S[pOrU
48905.png,what s missing (rom a schwitchz?
48792.png,eaving a trail of death and destruction
49061.png,talks about good morals dayalniggelsahonepIo1l lookingalagoatsass
49063.png,[hite hiidls bbe ike [F12 killing everybody; Watchb
49038.png,'bitches be like_ he got money though
48923.png,when amercams reallize fish swm in schools
48936.png,jfk jr Was declared the front runner for the ny senate seat in 11999 days later his plane crashed; making hillary clinton the newly elected senator
48930.png,"""this is not going to bbe the coumuN of white [eoplle"" IIhan omar"
49120.png,my eves are always bloodshot after sex think it'S from dhhe pepper spray
49157.png,send [iim @ DD meowschwitz
49105.png,[eud outsidle todlay yolo
49208.png,[ove bbllack [eople think everyone should have one
49271.png,"238,000 veterans have dlied  waiting for healthcare f Noah U.S. increases aid tO israel t0 S4.5 billion/yr MotU ]"
49215.png,waiting for fb parole like ok no more goat fucker jokes
49260.png,its the goat humper looks like a bunch of pigs just walked over vour grave
49270.png,"rosie 0 ""dlommell had @ be removed (tom her bome today L0 make good 0n her Uhreat to [eave the us if donald trump hecame president"
49106.png,"mygoal for 2019 is [0 accomplish the goals of 2018,bich shouli have done in 2017 becausel pronIisedl (hem1 [012015 and planned hem in2014"
49178.png,mo @iig @o peave challenge
49075.png,Vou €amFt rum Urough a Cam@) groumd Jou can only ran; because its past tents
49152.png,saw her standing there and i told her she had dhree beautifull childrem she didt have t0 gelallpissedoif and threaten mez ItwaSan honest mistake;
49126.png,'vousee this poumighl be in he country]
49278.png,[Jazy day nothing to steal
49280.png,T'm lookiing for the democrat restoom
49168.png,iIl wait umuil mom and dad are on a date_ @D and then crap on everydhing they hold dlear
49201.png,3.8 billlion of thhem On earth whv iSn't it clean yet?
49170.png,mOm Chis hhorse smells fumnyl
49176.png,"fear ofdivite judlgement is tle only thiny keeping vou ""moral"" at hest, VOUre jusL a tlangerous nsychonath 0u1 a leash"
49136.png,WOrk [bard to provfde fjor MV cocaine addiction
49153.png,when a porhistami mibba [eeds Sex let me handle it RaLLY TOGETHER]
49185.png,the face vou make when vour pJUSSV gets hard
49156.png,whhemvou insult an edgy kid
49213.png,"""i hope the electoral college gets beat im Ube ncaa tournament"
49150.png,how muslims see uUS
49076.png,Wamtyour feet to bbe MW kid's jamnal
49083.png,when Vou catch vour goat with another ian va done fucked up
49067.png,every woman need a good suckig vacum cleaner
49165.png,when eact [etter iS memtal disordler HELP
49173.png,womem recieve suppdorl aS Uheir crops burm
49087.png,tomorrow will be another bbeautiful day filled with assholes
49128.png,have vou euer tired ethiopian food? they say its delicious
49267.png,ahmed? Im hunqrwlul
49613.png,@hat can@e say =
49615.png,mO monev OF @bem plenty of monev for them
49658.png,first off Fm Lisnot kanpe west
49285.png,bert and ernie dress Qp aS goats in an attempt to catfish arab men
49327.png,"dispatch; we have a code 1, scared white bitch; Over"
49536.png,Ihillarv clinton caught telling hbe truthl april fools!
49316.png,whenever Jou feel stupid remember hindus wash themselves and purifies their souls the river is the Sth most polluted river in the wolrd
49652.png,gO [back Io the  coumu Vou Tled somalia camelpiss drinhiing musSy
49621.png,Wafy molhammad] come [back dlidn t mean to Iaugh; really size tlosen'( mnatter to [e [ol
49583.png,mamma! am hungryllll
49328.png,iFm goilmg to be [real] [honest with yoq] vou should have washed this motherfucker before coming here
49618.png,elected i Will institute gun comuoL [bV executive action 15 FRIESS NATU pelll was goilng t0 say Uhad REV vow [uSt Dbllew vour clhaiees vio #Revia Du @ben @ remembered that's hhowvou got started in pvolitics
49387.png,@hds @de ddide at cadpp we got So baked
49680.png,god bless america
49607.png,whem ICs vour first day in prison andyou accidentally drop the soap Ibul iC [lowkey wasn't an accident this is when the fun begins
49581.png,VOu can be any gender vou want
49360.png,who wants ice cream me me me
49372.png,who ya gonna call? goat fuckers
49682.png,muslin en xbilhing abbout jammabb
49670.png,covers his wife from head to toes because sexual thoughts are satanic blows himself upv because someone promised him72 virgins to f*ck with
49671.png,"Jvoud Dbro ask the €.0 wLi [he afim""t pOpJ IIV door"
49673.png,oh man theylre heavy: take the picture already
49650.png,amd @hem i asked   m10m; Whats for dinner?
49531.png,{te culture of silleuce allows sexual harassment Im dbe [orhlace @0 comtinue
49608.png,arresting you for the crimes Vjou wll commil in2 the future'
49601.png,when vour fifth pet eats food from another guVS hand
49527.png,[hen eacth [etter [s awesomde  73
49635.png,"just Urging to ""8483 ' 0 HHNRSH  Lcua do my partl"
49385.png,this is not the middle-east wliere america is hated and MICHIGAN SAMPL musliterrorisqarebondMhis ismichigan
49351.png,when vOu've been released from fb jail knowing fuIwelpoq [haven't been rehhabilitated and wll reoffend
49630.png,[ ubev aren t meant t0 cook why do they have eggs and milk inside them
49675.png,allitigbt gds sminiiiile
49685.png,[hen each letter iS 8 mental disorder
50129.png,partiall arts
49861.png,ready ior the cupcake? wakke WIJ ald smell the bacolp we re loosing our heloved america t0 Iluese goat [uulthjerr s stoj helg amirahtl 0t peing called a racist aud grow a pair aml act Iike alericans_
49863.png,calllingwhite peoplle racist is racism
49870.png,[ope comes in all Slhapes and Sizes
50124.png,"think ive got a yas Ieak, woke Qp{hd3 morning feeling all light heatedl and dizzv SO juSL t0 he on Ihe sale sidle basket the neiyhhouirs Ubev cuulu] culle SuSS oult f0r Me , ] nquleed] Uvev""l KILUW; heily jewisl # al_"
49867.png,whhempowr dishqasher breaks SO Jive ita Hck to so1eH Mwwonk again [ Eods wadchhing me bbead Hwiiie:
50126.png,im jared; and fuck tyrone im [here {o fuck his kids; footlong style
49856.png,bblack people anthing that doesnt  helong to them
87436.png,auu that was 1he  asit atvity pav IV som mas uuted t0 take wart /
87523.png,suiceide bombers WilI Strap abomb vest around]feir Waist
87430.png,the im not black but my kids will be face
87530.png,hey kids ffor a good time dial #666-hotdawg
87513.png,vour hate makes uS Stronder
87453.png,when voure hiding from a shooter in Vour School and the foreiyn ekchange student keeps On1 crying americam Students: firSt time ? {09
87526.png,there use to be a ppet shelter here
87519.png,"""never forget"" ~VOu said_ am the proof_ Vou have forgotten"
87520.png,pes; we how @iump said 'mexico will pay for the wall' lutnow mexicans are the wall  thatboy goody
87521.png,tlid someone SaVNI starbucksi?u
87461.png,"ford owners be like_ M cash me oussidle [alllin"" cause mV ordFs [broke agim  Qhow Dbow @dalh?1 Iol~camo kid"
87504.png,white girls Stepped uhbeif game up
87510.png,similar to sharks because all the great ones are white
87451.png,"CL galows 4 'pure evil"" ""traitors"" ""nohbody escapes this  nobody"" ""america for sale' 'down she goes"" ""these people are sick"" ""bring back the gallows!"" 12013242 Pa Dn En Ma she never thought she would lose. until she did auelra( Klllet"
87501.png,Dow t0 [prepare dbe dlog for Ube amily evedd american asians
87924.png,gods chosen terrorists
89025.png,Is Uhal guI fuckng a goal gJod damit carl he iS
87925.png,feelling cte [ol might rs 67 camaro ca-[are-ohhhhhpllbb
89034.png,"Tramswomam gelliing atme abbout the meme ] madle me wondering what this dude""s pproblem [S"
87693.png,"when Vou1 goat telis gou She ain""t @m thhe pil"
89061.png,vou find it offensive I find iL funng: thats @hy i'm happier than vou
89042.png,white eoplle dlodng wedrd] shd plack neople  [beling criminals Stereotules fhep exisu fior a rreasom
87913.png,@bemgou wam8 t emter islam when vOu want t0 leave islam
87934.png,[hat womem @hidl OhewFII do whem (hbe ecomomg collapses VS what they'Il actually do
87645.png,how uncivilized tynical nigger
